discrete_feature_0,discrete_feature_1,discrete_feature_2,discrete_feature_3,discrete_feature_4,redundant_feature_0,redundant_feature_1,redundant_feature_2,redundant_feature_3,redundant_feature_4,redundant_feature_5,redundant_feature_6,redundant_feature_7,redundant_feature_8,redundant_feature_9,noisy_feature_0,noisy_feature_1,noisy_feature_2,noisy_feature_3,noisy_feature_4,noisy_feature_5,noisy_feature_6,noisy_feature_7,noisy_feature_8,noisy_feature_9,noisy_feature_10,noisy_feature_11,noisy_feature_12,noisy_feature_13,noisy_feature_14,noisy_feature_15,noisy_feature_16,noisy_feature_17,noisy_feature_18,noisy_feature_19,label
phrases,traveller,certification,pennsylvania,compliant,environmental,analyzed,measurements,stones,morrison,personalized,burlington,wright,cancel,elegant,gentle,majority,transit,textbook,attempting,inform,hebrew,supplied,stylish,gossip,michel,varied,context,untitled,connect,epinions,adapted,rebecca,worcester,enhanced,2
satellite,traveller,objects,pennsylvania,capital,precisely,analyzed,thailand,supposed,morrison,privileges,burlington,though,instructions,buffer,attempting,majority,aspect,filing,attempting,housewives,percentage,notebook,receipt,cultural,fisheries,devoted,closing,untitled,involved,epinions,scholarships,temperature,worcester,industries,4
developing,traveller,certification,nickel,exceptions,precisely,middle,supposed,daniel,bundle,surgical,administrators,allowed,cancel,worldsex,appeared,riders,ukraine,extended,attempting,bundle,valued,infant,proceedings,cultural,thread,contacts,closing,challenge,holiday,recorder,adapted,eclipse,concentrate,enhanced,4
phrases,venues,objects,pennsylvania,compliant,entered,locations,tuning,described,cordless,privileges,burlington,though,oldest,elegant,appeared,assembled,estonia,filing,activation,primary,kuwait,notebook,guarantee,assistance,michel,innovations,differences,challenge,zoning,epinions,adapted,miniature,commented,designs,4
contacts,traveller,objects,nickel,compliant,border,powell,tuning,supposed,morrison,personalized,formal,allowed,instructions,burner,appeared,predict,robust,extended,programmes,monroe,kuwait,facility,stylish,centre,fisheries,innovations,hardwood,profiles,holiday,respected,species,miniature,speaking,industries,2
contacts,routes,certification,nicholas,capital,environmental,analyzed,measurements,supposed,stored,surgical,favour,constraint,nuclear,buffer,appeared,router,robust,extended,activation,primary,bluetooth,supplied,guarantee,battle,fisheries,varied,closing,profiles,holiday,recorder,adapted,rebecca,worcester,warnings,3
contacts,traveller,objects,nicholas,exceptions,environmental,locations,measurements,stones,tigers,portuguese,burlington,wright,nuclear,buffer,comprehensive,majority,estonia,starring,activation,primary,percentage,supplied,receipt,battle,troops,varied,alcohol,challenge,sorted,respected,suspension,showers,attributes,designs,3
bangladesh,traveller,objects,nickel,exceptions,border,middle,measurements,daniel,morrison,personalized,formal,allowed,predict,printers,gentle,router,ukraine,textbook,relate,primary,bluetooth,largest,receipt,gossip,michel,varied,closing,challenge,holiday,recorder,suspension,temperature,attributes,warnings,2
bangladesh,traveller,objects,nickel,exceptions,hollywood,middle,around,described,cordless,surgical,formal,allowed,oldest,burner,comprehensive,predict,aspect,starring,attempting,inform,kuwait,notebook,guarantee,battle,fisheries,devoted,alcohol,profiles,connect,respected,species,temperature,attributes,warnings,4
contacts,venues,objects,nicholas,exceptions,border,middle,around,daniel,stored,saddam,formal,though,nuclear,worldsex,gentle,assembled,estonia,starring,relate,housewives,kuwait,notebook,guarantee,centre,troops,devoted,differences,compound,connect,recorder,suspension,eclipse,attributes,warnings,3
contacts,traveller,objects,nicholas,exceptions,environmental,powell,around,stones,cordless,saddam,favour,wright,nuclear,burner,attempting,router,transit,extended,programmes,primary,valued,supplied,proceedings,cultural,michel,innovations,context,powell,zoning,recorder,adapted,showers,speaking,warnings,3
phrases,traveller,certification,pennsylvania,capital,precisely,analyzed,measurements,finals,stored,surgical,formal,allowed,nuclear,printers,gentle,router,estonia,extended,activation,primary,kuwait,largest,proceedings,gossip,static,varied,differences,profiles,zoning,epinions,fragrances,eclipse,attributes,designs,4
contacts,traveller,objects,nicholas,capital,precisely,matters,tuning,finals,stored,saddam,formal,allowed,oldest,burner,attempting,majority,robust,textbook,texture,primary,percentage,infant,buying,centre,thread,innovations,context,challenge,sorted,interface,suspension,miniature,speaking,enhanced,3
contacts,traveller,objects,nicholas,compliant,border,powell,measurements,daniel,bundle,personalized,favour,wright,nuclear,worldsex,appeared,predict,robust,textbook,activation,primary,hebrew,facility,buying,battle,troops,contacts,closing,challenge,connect,interface,scholarships,eclipse,concentrate,warnings,0
contacts,traveller,certification,nicholas,capital,border,matters,supposed,finals,stored,surgical,administrators,constraint,oldest,printers,attempting,router,aspect,textbook,activation,monroe,valued,supplied,guarantee,gossip,troops,devoted,closing,powell,holiday,interface,fragrances,eclipse,commented,designs,1
phrases,emails,dallas,pennsylvania,exceptions,precisely,matters,thailand,stones,tigers,privileges,burlington,though,nuclear,worldsex,attempting,assembled,aspect,filing,relate,monroe,hebrew,supplied,proceedings,gossip,troops,varied,closing,powell,involved,respected,species,rebecca,worcester,warnings,1
phrases,traveller,objects,nicholas,capital,hollywood,locations,thailand,supposed,morrison,portuguese,burlington,slovak,oldest,buffer,overall,router,robust,starring,relate,housewives,kuwait,infant,buying,gossip,michel,innovations,hardwood,powell,zoning,interface,species,rebecca,speaking,enhanced,4
contacts,venues,objects,nicholas,exceptions,hollywood,matters,around,stones,tigers,personalized,across,wright,nuclear,printers,overall,predict,aspect,extended,activation,monroe,percentage,facility,guarantee,cultural,thread,devoted,hardwood,powell,holiday,additions,fragrances,miniature,commented,designs,2
contacts,venues,objects,nicholas,exceptions,border,matters,tuning,described,tigers,privileges,burlington,though,predict,printers,appeared,assembled,aspect,textbook,programmes,monroe,bluetooth,largest,guarantee,gossip,thread,varied,alcohol,challenge,sorted,respected,suspension,eclipse,concentrate,designs,1
contacts,venues,certification,pennsylvania,compliant,border,locations,supposed,described,bundle,personalized,formal,though,cancel,worldsex,gentle,router,transit,filing,relate,inform,bluetooth,notebook,buying,cultural,thread,musical,hardwood,challenge,zoning,epinions,fragrances,temperature,commented,industries,2
phrases,traveller,certification,nicholas,capital,entered,analyzed,thailand,finals,morrison,portuguese,across,constraint,instructions,buffer,appeared,assembled,transit,filing,programmes,monroe,bluetooth,supplied,guarantee,cultural,michel,contacts,hardwood,untitled,zoning,respected,suspension,eclipse,attributes,enhanced,3
phrases,routes,dallas,nickel,capital,hollywood,powell,thailand,supposed,morrison,portuguese,across,constraint,instructions,buffer,appeared,assembled,estonia,browse,relate,inform,kuwait,supplied,proceedings,cultural,fisheries,devoted,context,untitled,connect,additions,suspension,temperature,commented,enhanced,2
contacts,traveller,objects,nicholas,compliant,border,matters,measurements,finals,bundle,portuguese,formal,slovak,predict,printers,appeared,majority,transit,extended,relate,primary,kuwait,notebook,proceedings,centre,static,devoted,closing,compound,holiday,respected,species,rebecca,speaking,industries,3
phrases,traveller,certification,pennsylvania,capital,entered,analyzed,thailand,finals,bundle,portuguese,across,slovak,oldest,elegant,gentle,router,transit,starring,texture,bundle,percentage,supplied,stylish,gossip,fisheries,devoted,closing,profiles,holiday,epinions,scholarships,miniature,speaking,overnight,4
contacts,traveller,objects,nickel,exceptions,environmental,matters,measurements,stones,tigers,saddam,across,constraint,oldest,buffer,comprehensive,router,robust,starring,texture,primary,bluetooth,notebook,receipt,battle,static,innovations,hardwood,powell,connect,recorder,adapted,eclipse,concentrate,warnings,2
contacts,traveller,objects,nicholas,compliant,environmental,matters,around,described,cordless,saddam,favour,allowed,oldest,elegant,overall,router,robust,filing,relate,monroe,hebrew,largest,stylish,centre,michel,innovations,differences,untitled,connect,recorder,scholarships,rebecca,concentrate,industries,2
contacts,routes,dallas,nickel,compliant,entered,middle,thailand,supposed,morrison,portuguese,across,constraint,instructions,buffer,attempting,assembled,transit,browse,texture,housewives,valued,facility,stylish,assistance,troops,devoted,context,powell,involved,additions,suspension,miniature,speaking,warnings,2
contacts,venues,objects,nicholas,exceptions,precisely,locations,measurements,stones,tigers,privileges,burlington,though,predict,printers,attempting,riders,aspect,starring,texture,bundle,valued,largest,receipt,centre,thread,musical,context,challenge,zoning,interface,adapted,rebecca,worcester,industries,1
phrases,traveller,objects,nicholas,compliant,entered,locations,tuning,daniel,morrison,portuguese,across,wright,oldest,elegant,comprehensive,majority,transit,extended,programmes,inform,valued,notebook,guarantee,battle,thread,varied,context,profiles,involved,recorder,adapted,rebecca,speaking,warnings,1
phrases,traveller,proudly,pennsylvania,competitive,entered,analyzed,measurements,finals,stored,personalized,across,constraint,oldest,buffer,gentle,predict,ukraine,textbook,activation,housewives,kuwait,largest,buying,centre,troops,contacts,hardwood,untitled,involved,epinions,species,rebecca,attributes,enhanced,3
bangladesh,routes,objects,nickel,compliant,environmental,middle,around,daniel,stored,surgical,administrators,constraint,cancel,printers,appeared,riders,aspect,filing,attempting,monroe,percentage,notebook,proceedings,centre,michel,devoted,context,profiles,connect,respected,fragrances,rebecca,attributes,enhanced,1
contacts,traveller,objects,nicholas,compliant,entered,matters,tuning,supposed,bundle,saddam,formal,allowed,oldest,elegant,gentle,majority,aspect,textbook,activation,housewives,valued,supplied,buying,assistance,static,contacts,hardwood,challenge,sorted,additions,suspension,miniature,speaking,enhanced,1
contacts,traveller,objects,nicholas,compliant,entered,matters,tuning,described,cordless,privileges,across,slovak,predict,elegant,attempting,riders,ukraine,extended,relate,housewives,kuwait,facility,buying,battle,static,devoted,context,powell,sorted,interface,suspension,miniature,commented,enhanced,4
bangladesh,venues,objects,nickel,exceptions,precisely,powell,supposed,described,tigers,portuguese,formal,allowed,instructions,printers,overall,majority,transit,starring,relate,monroe,valued,facility,guarantee,cultural,troops,varied,differences,profiles,connect,recorder,species,eclipse,concentrate,warnings,0
contacts,traveller,certification,nicholas,compliant,environmental,locations,around,described,cordless,saddam,across,slovak,nuclear,elegant,comprehensive,assembled,estonia,filing,relate,housewives,kuwait,supplied,buying,assistance,troops,varied,hardwood,challenge,involved,additions,suspension,eclipse,speaking,overnight,2
satellite,traveller,certification,prompt,competitive,entered,analyzed,tuning,finals,stored,portuguese,burlington,wright,nuclear,burner,attempting,router,transit,filing,attempting,monroe,valued,supplied,proceedings,centre,static,musical,closing,powell,involved,interface,scholarships,showers,commented,warnings,4
bangladesh,routes,certification,nickel,compliant,hollywood,powell,around,finals,stored,surgical,administrators,constraint,oldest,elegant,comprehensive,router,robust,filing,activation,inform,kuwait,infant,stylish,assistance,static,musical,differences,powell,connect,additions,species,temperature,worcester,designs,1
bangladesh,traveller,certification,nicholas,compliant,precisely,matters,supposed,supposed,bundle,saddam,administrators,allowed,oldest,printers,comprehensive,router,transit,filing,relate,inform,percentage,facility,guarantee,cultural,static,musical,differences,powell,sorted,epinions,suspension,rebecca,worcester,overnight,4
bangladesh,venues,dallas,nickel,productive,precisely,middle,around,stones,tigers,privileges,across,wright,predict,printers,appeared,assembled,transit,browse,programmes,primary,hebrew,infant,stylish,assistance,static,contacts,alcohol,challenge,holiday,interface,adapted,miniature,commented,designs,4
contacts,venues,objects,nicholas,exceptions,precisely,matters,measurements,described,tigers,privileges,across,wright,oldest,printers,appeared,router,aspect,browse,activation,bundle,hebrew,facility,guarantee,centre,troops,devoted,hardwood,powell,sorted,interface,species,rebecca,concentrate,industries,1
contacts,routes,dallas,nickel,compliant,entered,middle,thailand,daniel,cordless,portuguese,favour,allowed,instructions,buffer,appeared,riders,transit,filing,activation,bundle,percentage,facility,guarantee,gossip,michel,contacts,hardwood,compound,involved,recorder,species,showers,commented,enhanced,2
phrases,routes,broker,nicholas,compliant,entered,middle,thailand,stones,bundle,privileges,burlington,though,predict,burner,comprehensive,assembled,ukraine,filing,relate,primary,valued,supplied,guarantee,centre,troops,devoted,differences,compound,sorted,recorder,adapted,showers,attributes,industries,0
